programa_id,nombre,categoria,clasificacion,clasificacion_criterio,clasificacion_fuente,clasificado_en
398,REMOLQUE CAMA BAJA 3 TON,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
399,CISTERNA 5000 LTS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
400,REHABILITACIÓN DE OLLA PARA ALMACENAMIENTO DE AGUA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
401,SEMENTALES OVINO CON REGISTRO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
402,SUBSOLADOR,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
403,EQUIPO PARA TRANSFORMACIÓN DE ENERGÍA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
404,ABEJA REINA COMERCIAL,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
405,EMBRIONES OVINO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
406,DEPOSITO DE AGUA CON TAPA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
407,EMBRIONES,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
408,MAÍZ,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
409,SEMILLA DE ESPÁRRAGO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
410,SISTEMA DE RIEGO POR MULTICOMPUERTA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
411,SRT: TECNIFICACIÓN DE SISTEMA DE DISTRIBUCIÓN DE AGUA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
412,LINEAS DE CONDUCCION DE AGUA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
413,CONSTRUCCION E IMPERMEABILIZACION DE EMBALSE DE 40M DE LARGO X 30M DE ANCHO X 4.5 M DE ALTO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
414,MOTO REMOLQUE,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
415,SALA DE ORDEÑA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
416,ARADO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
417,KIT AGRICOLA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
418,EQUIPAMIENTO PARA COSECHA DE AGUA DE LLUVIA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
419,SISTEMA DE ESPALDERAS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
420,INTERCEPA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
421,SEMOVIENTES Y MATERIAL GENETICO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
422,TECNIFICACIÓN DE SISTEMA DE DISTRIBUCIÓN DE AGUA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
423,GEOMEMBRANA HDPE,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
424,KIT PRODUCCIÓN PEQUEÑA ESCALA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
425,SEGADORA ACONDICIONADORA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
426,AIREADOR,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
427,PRENSA GANADERA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
428,TINACOS PARA USO AGROPECUARIO + PAQUETE DE HERRAMIENTAS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
429,SISTEMA DE COSECHA DE AGUA DE LLUVIA (AREA DE CAPTACION),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
430,PROYECTOS ESTRATEGICOS AGRICOLA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
431,"TINACO 5,000 LTS",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
432,"TINACO DE 10,000 LTS",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
433,DEPÓSITO DE GEOMEMBRANA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
434,SRT: RIEGO POR MULTICOMPUERTAS Y/O LINEAS DE CONDUCCION HIDRATANTES.,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
435,CONSTRUCCIÓN DE MACROTÚNEL,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
436,JAULAS DE USO PECUARIO (CONEJOS),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
437,EQUIPO DE TRANSFORMACIÓN Y PRODUCCIÓN DE MIEL,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
438,REMOLQUE CAMA BAJA DE 3 T,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
439,ESTANQUE DE GEOMEMBRANA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
440,REMOLQUE CAMA BAJA 3T,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
441,ASPERSORA PARA TRACTOR,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
442,MICROTUNEL PARA HUERTA DE NOPAL,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
443,"CISTERNA DE 10,0000",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
444,ASPERSORA AGRICOLA DE 200LITROS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
445,MALLA BORREGUERA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
446,LINEA DE CONDUCCIÓN DE AGUA (MANGUERA),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
447,BOMBA Y MANGUERA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
448,SUMINISTRO E INSTALACIÓN DE GEOMEMBRANA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
449,DRON,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
450,SRT: SISTEMA DE RIEGO POR GOTEO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
451,COMEDEROS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
452,MATERIAL VEGETATIVO (VID),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
453,MÓDULO PRODUCCIÓN FORRAJE HIDROPONICO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
454,DRON PARA USO AGRÍCOLA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
455,VIENTRES,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
456,"TINACO DE 5,000 LITROS",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
457,"TINACO DE 10,000 LITROS",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
458,SISTEMA DE CAPTACIÓN DE AGUA DE LLUVIA (AREA DE CAPTACIÓN),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
459,MOLINO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
460,REHABILITACIÓN DE INFRAESTRUCTIRA Y EQUIPO P/ ALM. DE AGUA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
461,TÚNEL DE ARCO CERRADO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
462,CERCO DE ALAMBRE DE PUAS (ALAMBRE),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
463,GALLINERO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
464,SISTEMA DE BOMBEO SOLAR P/ SUM. DE AGUA P/GANADO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
465,ESTANQUE CIRCULAR DE POLIETILENO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
466,BEBEDERO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
467,TINACO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
468,CORRAL DE MANEJO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
469,TERMO PECUARIO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
470,ACOLCHADORA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
471,ASPERSORA DE MOTOR,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
472,ENSILADORA AGRÍCOLA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
473,SEMEN BOVINO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
474,REHABILITACIÓN DE MACRO TÚNEL,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
475,DESEMPEDRADORA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
476,EQUIPO DE ULTRASONIDO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
477,ESTANQUE CIRCULAR DE GEOMEMBRANA (ACUÍCOLA),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
